OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
2474,1435243,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3A,0776,1580357700000
2475,1435245,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0767,1580319300000
2476,1435246,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1385,1580122800000
2477,1435247,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1369,1579860000000
2478,1435248,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0304,1580106600000
2479,1435249,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0306,1580358360000
2480,1435251,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2B,0553,1580364000000
2481,1435256,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,2,2C,0603,1580020980000
2482,1435258,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4B,0998,1580260500000
2483,1435259,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0731,1580334660000
2484,1435260,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0506,1579798800000
2485,1435262,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0221,1579539600000
2486,1435263,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0145,1580356800000
2487,1435264,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0706,1578432000000
2488,1435265,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6C,1134,1580244420000
2489,1435267,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1441,1580293260000
2490,1435268,5707,0,PRIVACY,602 PC TRESPASS,6,6D,0845,1580324580000
2491,1435269,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3A,0776,1580344980000
2492,1435270,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,2,2B,0531,1580349900000
2493,1435278,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0702,1578445920000
2494,1435280,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1018,1578424380000
2495,1435284,2999,39,VANDALISM,594(B)(2)(B) VAND -$400 PRV CV,3,3A,0707,1580310360000
2496,1435286,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1A,0336,1580340480000
2497,1435287,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1296,1580336760000
2498,1435288,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0214,1578425400000
2499,1435289,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0232,1580293380000
2500,1435290,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0603,1578421800000
2501,1435292,5499,141,TRAFFIC,2800.1(A) VC EVADE PEACE OFCR,1,1C,0429,1580281740000
2502,1435293,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0876,1580038200000
2503,1435294,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0707,1578424500000
2504,1435295,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0232,1580291700000
2505,1435296,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1441,1578416100000
2506,1435297,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0139,1580356800000
2507,1435298,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0773,1578585480000
2508,1435299,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0604,1580310000000
2509,1435301,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1042,1579941780000
2510,1435302,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0232,1580293260000
2511,1435303,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4A,0909,1578429900000
2512,1435305,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0605,1579625220000
2513,1435306,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,1,1C,0416,1580346000000
2514,1435307,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1034,1578688800000
2515,1435308,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0956,1580302020000
2516,1435309,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1603,1578604440000
2517,1435310,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1041,1578681660000
2518,1435311,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1051,1578685200000
2519,1435312,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1603,1578607440000
2520,1435313,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,2,2A,0235,1580395560000
2521,1435315,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1621,1578613800000
2522,1435316,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4B,0958,1580389200000
2523,1435317,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0546,1580203800000
2524,1435318,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1621,1578613920000
2525,1435319,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1523,1578620760000
2526,1435320,2099,6,ARSON,452(A) PC CAUSE FIRE W/INJURY,1,1B,0404,1579189920000
2527,1435321,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0567,1578716400000
2528,1435322,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0523,1578700980000
2529,1435323,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1286,1579104000000
2530,1435325,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,6,6C,1124,1580406600000
2531,1435326,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0513,1578558600000
2532,1435327,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0222,1580367600000
2533,1435328,2602,0,FRAUD,FRAUD-SWINDLE,4,4C,1298,1580333400000
2534,1435331,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0728,1580328000000
2535,1435332,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0606,1580313600000
2536,1435334,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,6,6A,1014,1580358600000
2537,1435335,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0407,1580421000000
2538,1435336,3532,1,DANGEROUS DRUG,11351 HS POSS/SALE COCAINE,5,5A,1383,1579294560000
2539,1435337,2399,5,LARCENY,484 PC THEFT-LIC PLATE TABS,6,6E,0876,1580421240000
2540,1435340,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6C,1133,1580233320000
2541,1435341,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,6,6B,1084,1580340360000
2542,1435342,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0506,1578640080000
2543,1435344,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,3,3B,0746,1580370600000
2544,1435345,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0703,1578709800000
2545,1435349,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0787,1580403360000
2546,1435357,2999,37,VANDALISM,594(A)(3) VANDALISM-DESTROY,5,5B,1604,1580252100000
2547,1435359,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6B,1401,1580401320000
2548,1435360,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6C,1441,1580374560000
2549,1435361,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1134,1580319660000
2550,1435362,5206,1,FIREWORKS,12671 HS SELL/USE UNCLASS FIRE,6,6E,1115,1579713960000
2551,1435364,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0714,1580333040000
2552,1435366,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0628,1580372640000
2553,1435367,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1A,0327,1580418840000
2554,1435369,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0704,1580420160000
2555,1435370,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,4,4C,1251,1580263200000
2556,1435373,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1147,1580223780000
2557,1435375,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0215,1579891260000
2558,1435376,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0215,1579891620000
2559,1435384,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0106,1580372640000
2560,1435386,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0738,1580364600000
2561,1435392,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0435,1580384460000
2562,1435394,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0435,1580384460000
2563,1435395,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0435,1580384460000
2564,1435397,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,0603,1580422140000
2565,1435406,2399,3,THEFT,485 PC PETTY THFT LOST PROP-M,3,3M,0742,1580410200000
2566,1435407,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,UI,UI,UI,1580428440000
2567,1435413,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0619,1578621780000
2568,1435414,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1607,1580152680000
2569,1435415,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,0958,1578095400000
2570,1435416,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0744,1579795200000
2571,1435417,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0619,1580401800000
2572,1435421,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,5,5A,1394,1580424060000
2573,1435426,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2C,0613,1578667920000
2574,1435427,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1406,1579706100000
2575,1435428,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0724,1580241480000
2576,1435430,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,3,3M,0732,1580444820000
2577,1435433,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0522,1580415360000
2578,1435434,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,5,5C,1653,1580398860000
2579,1435439,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1623,1580273400000
2580,1435440,5399,01,PUBLIC PEACE,415(2) PC DIST PEACE NOISE,1,1B,0403,1580433840000
2581,1435442,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,3,3B,0717,1580448120000
2582,1435445,3599,60,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,5,5B,1369,1580437620000
2583,1435449,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2A,0514,1580320800000
2584,1435451,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,2,2A,0506,1580395860000
2585,1435452,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0741,1580382780000
2586,1435453,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0144,1580360400000
2587,1435454,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4A,1201,1580351400000
2588,1435455,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0435,1580360400000
2589,1435457,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,1580388240000
2590,1435459,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0435,1580364000000
2591,1435461,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0336,1580371200000
2592,1435462,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1606,1580417460000
2593,1435463,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1409,1580446200000
2594,1435465,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3B,0727,1580367600000
2595,1435467,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0336,1580371200000
2596,1435469,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1A,0338,1580430000000
2597,1435470,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0563,1580479500000
2598,1435477,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0768,1580422800000
2599,1435478,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0123,1580484600000
2600,1435479,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1614,1580490000000
2601,1435480,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,3,3A,0704,1580448900000
2602,1435482,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1605,1578694080000
2603,1435484,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,5,5B,1614,1579636800000
2604,1435486,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,0969,1578699360000
2605,1435489,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0754,1580402520000
2606,1435490,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0702,1578713340000
2607,1435491,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,3,3B,0766,1580410500000
2608,1435493,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,1,1A,0144,1580420460000
2609,1435495,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4C,1258,1580467920000
2610,1435504,2799,0,EMBEZZLEMENT,503 PC EMBEZZLEMENT,6,6A,1032,1580490000000
2611,1435512,5707,0,PRIVACY,602 PC TRESPASS,5,5B,1369,1580435100000
2612,1435515,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,5,5C,1654,1580436300000
2613,1435516,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,5,5C,1654,1580442000000
2614,1435518,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1605,1578697320000
2615,1435519,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1267,1578710340000
2616,1435520,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,2,2B,0563,1579788000000
2617,1435522,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0537,1580022000000
2618,1435523,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1654,1578402420000
2619,1435524,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1602,1578100500000
2620,1435525,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0515,1578646020000
2621,1435527,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0102,1580466600000
2622,1435530,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0303,1578672600000
2623,1435531,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0434,1578683400000
2624,1435534,5499,17A,TRAFFIC,23222(B)POSSESS MARIJ IN VEH,UI,UI,UI,1580359440000
2625,1435535,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0907,1580478240000
2626,1435536,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0956,1578756600000
2627,1435538,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1409,1580000400000
2628,1435539,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0619,1580257800000
2629,1435544,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1A,0348,1580406780000
2630,1435545,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,5,5C,1654,1579962600000
2631,1435546,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1086,1580428800000
2632,1435547,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0123,1580407800000
2633,1435548,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0628,1580441400000
2634,1435554,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,4,4B,1336,1580442960000
2635,1435555,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,5,5B,1399,1580505900000
2636,1435557,2604,0,FRAUD,529 PC FALSE PERSONATION,5,5B,1604,1580448360000
2637,1435563,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,0746,1580101200000
2638,1435565,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,0224,1580273400000
2639,1435566,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3A,0784,1580359320000
2640,1435568,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,4,4B,0958,1580296800000
2641,1435570,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,6,6A,1013,1580338800000
2642,1435572,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,4,4A,0906,1580339580000
2643,1435573,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,5,5A,1382,1580191920000
2644,1435574,2604,0,FRAUD,529 PC FALSE PERSONATION,3,3B,0786,1580488260000
2645,1435580,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,5,5A,1394,1580198880000
2646,1435581,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,3,3A,0785,1579999740000
2647,1435582,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0767,1579943220000
2648,1435584,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,0309,1579832220000
2649,1435586,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2A,0506,1580488200000
2650,1435587,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,1603,1579135260000
2651,1435590,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1003,1579831320000
2652,1435593,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6C,1404,1580525700000
2653,1435595,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1265,1580018820000
2654,1435597,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2A,0233,1580493420000
2655,1435598,3599,60,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,2,2A,0514,1580418720000
2656,1435599,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3M,0734,1580161440000
2657,1435600,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0517,1580437500000
2658,1435602,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0602,1580443860000
2659,1435603,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,1580388000000
2660,1435604,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0905,1580230440000
2661,1435607,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0336,1580452140000
2662,1435608,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0726,1580487660000
2663,1435609,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,0886,1580496720000
2664,1435613,5707,0,PRIVACY,602 PC TRESPASS,4,4A,0907,1580515140000
2665,1435615,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,1,1B,0443,1580321100000
2666,1435616,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0106,1580410980000
2667,1435617,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0337,1580436600000
2668,1435618,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,1102,1580259480000
2669,1435619,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,1,1A,0327,1580488140000
2670,1435620,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,1,1C,0447,1580508180000
2671,1435623,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0506,1580252400000
2672,1435624,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,6,6C,1153,1580515440000
2673,1435625,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6D,0841,1580463000000
2674,1435626,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1A,0123,1580268900000
2675,1435627,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1639,1580342520000
2676,1435628,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,1580364000000
2677,1435629,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,1580367600000
2678,1435630,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1616,1580448600000
2679,1435633,2399,6,LARCENY,368(D) THEFT-ELDER <$950,5,5B,1603,1580371200000
2680,1435634,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,5,5C,1606,1580512260000
2681,1435635,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,3,3B,0748,1580545740000
2682,1435636,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1251,1580435280000
2683,1435637,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1606,1580439600000
2684,1435638,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1603,1578284580000
2685,1435640,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2A,0504,1580517480000
2686,1435644,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,2,2C,0605,1580523540000
2687,1435647,2206,0,BURGLARY,466 PC POSS OF BURG TOOLS,3,3B,0746,1580552340000
2688,1435654,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,4,4B,1351,1580536980000
2689,1435655,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1287,1580270400000
2690,1435656,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0551,1580538300000
2691,1435660,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,1126,1580425200000
2692,1435669,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1276,1580018400000
2693,1435670,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1C,0405,1580382900000
2694,1435671,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0628,1580374800000
2695,1435673,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1265,1579376220000
2696,1435675,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0556,1580311200000
2697,1435676,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,0958,1580537220000
2698,1435678,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5C,1624,1579989600000
2699,1435679,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0308,1580371200000
2700,1435680,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,1580353200000
2701,1435681,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,1580398200000
2702,1435682,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0405,1580374800000
2703,1435683,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,0744,1579759200000
2704,1435685,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1287,1580552100000
2705,1435686,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0116,1580372100000
2706,1435687,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1C,0414,1580382780000
2707,1435688,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0344,1580389200000
2708,1435689,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,0876,1580367600000
2709,1435690,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6E,0879,1580342400000
2710,1435691,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0115,1580373000000
2711,1435692,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1141,1580401500000
2712,1435693,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0344,1580383500000
2713,1435694,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1443,1579658400000
2714,1435695,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1C,0426,1580409900000
2715,1435696,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0747,1580343900000
2716,1435697,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1C,0416,1580174400000
2717,1435698,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4B,0958,1580433600000
2718,1435699,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0106,1580372280000
2719,1435700,2999,34,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,3,3M,0744,1579932000000
2720,1435701,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0568,1579334400000
2721,1435702,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0846,1580397300000
2722,1435703,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0888,1580191200000
2723,1435704,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0718,1579548000000
2724,1435705,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1603,1580428800000
2725,1435706,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0847,1580298300000
2726,1435707,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0104,1580005200000
2727,1435708,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0748,1580202000000
2728,1435709,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,1,1A,0123,1580354520000
2729,1435711,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1251,1580183100000
2730,1435712,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0846,1580401200000
2731,1435713,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,0986,1580540400000
2732,1435714,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0123,1579926120000
2733,1435715,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0917,1580371800000
2734,1435716,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0443,1580292600000
2735,1435718,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0917,1580432400000
2736,1435719,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0338,1580536800000
2737,1435722,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0861,1580522400000
2738,1435723,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,1580514300000
2739,1435724,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0544,1580535000000
